ID,answer
RD_E_S_20230309,270.80762
RD_F_J_20230309,460.40405
CR_E_J_20230309,2034.3079
CR_D_S_20230309,24.85475
CR_A_J_20230309,2154.0437
BC_A_S_20230309,2918.0908
BC_A_J_20230309,2886.7234
RD_C_S_20230309,120.06483
BC_B_J_20230309,2596.6162
CB_D_J_20230309,578.4642
BC_E_S_20230309,2998.069
BC_B_S_20230309,109.735565
RD_A_J_20230309,774.6303
BC_C_S_20230309,112.944084
CR_E_S_20230309,0
BC_C_J_20230309,2445.4067
CB_A_S_20230309,718.94763
BC_D_J_20230309,2978.9998
CB_A_J_20230309,1100.4984
BC_E_J_20230309,3013.2463
CB_E_J_20230309,336.6398
RD_E_J_20230310,347.3698
CB_F_J_20230310,646.5842
RD_A_J_20230310,788.49536
RD_D_S_20230310,531.2423
BC_A_J_20230310,2878.1162
BC_C_S_20230310,53.721573
CR_A_J_20230310,2206.28
CR_D_S_20230310,23.287743
RD_D_J_20230310,382.21832
RD_E_S_20230310,294.06815
CR_C_J_20230310,1710.0964
CB_A_S_20230310,723.981
CB_E_J_20230310,321.7483
BC_E_J_20230310,2921.355
CR_B_J_20230310,498.44
CB_A_J_20230310,1111.3745
CB_D_J_20230310,574.57935
CR_D_J_20230310,2058.651
BC_D_J_20230310,2948.8643
RD_C_S_20230310,42.159687
BC_A_S_20230310,2885.2024
BC_C_J_20230310,2583.058
RD_F_J_20230310,478.60135
CR_E_S_20230310,0
BC_B_J_20230310,2624.5881
BC_E_S_20230310,2876.5342
RD_A_S_20230310,504.2127
BC_B_S_20230310,68.34405
CR_E_J_20230310,2005.2938
BC_B_S_20230311,119.94316
CR_E_J_20230311,400.14343
RD_E_S_20230311,88.82628
CR_B_J_20230311,896.91785
CB_D_J_20230311,599.0198
CB_A_S_20230311,758.5358
CB_A_J_20230311,652.4737
RD_D_J_20230311,388.71048
RD_E_J_20230311,219.27594
CB_E_J_20230311,179.83937
BC_E_J_20230311,2879.343
CR_C_J_20230311,809.5947
CR_D_J_20230311,800.7333
BC_B_J_20230311,2645.398
RD_D_S_20230311,467.00613
BC_E_S_20230311,2923.8396
CR_D_S_20230311,12.237459
BC_D_J_20230311,2860.9045
RD_A_S_20230311,457.14886
BC_C_S_20230311,556.33466
CR_E_S_20230311,0
CB_F_J_20230311,665.3097
RD_F_J_20230311,439.31293
RD_A_J_20230311,434.2541
BC_A_S_20230311,2786.7234
CR_A_J_20230311,1007.7939
BC_A_J_20230311,2846.9714
BC_C_J_20230311,2601.5405
RD_C_S_20230311,85.3253
CB_E_J_20230312,0
CR_E_S_20230312,0
RD_D_J_20230312,2.0022402
BC_E_J_20230312,40.203022
RD_A_S_20230312,19.994162
BC_E_S_20230312,23.473145
CR_C_J_20230312,0
CR_D_J_20230312,0
RD_D_S_20230312,39.736004
BC_B_J_20230312,78.513565
BC_C_J_20230312,21.110859
RD_A_J_20230312,0
CR_D_S_20230312,0
BC_A_J_20230312,0
CB_A_S_20230312,664.5206
CB_D_J_20230312,150.65202
BC_D_J_20230312,0.25681734
CR_E_J_20230312,0
RD_E_J_20230312,0
RD_C_S_20230312,44.553356
CR_B_J_20230312,0
RD_E_S_20230312,0
BC_B_S_20230312,0
CR_A_J_20230312,46.478603
BC_C_S_20230312,8.876829
CB_A_J_20230312,7.699928
CB_F_J_20230312,33.13317
RD_F_J_20230312,8.899566
BC_A_S_20230312,0
CB_D_J_20230313,651.41174
RD_C_S_20230313,0
CR_E_S_20230313,4.408109
CR_D_S_20230313,24.38669
CR_E_J_20230313,2052.014
RD_D_J_20230313,311.53143
RD_A_S_20230313,396.1892
CB_A_S_20230313,667.66705
CB_E_J_20230313,379.72568
CB_A_J_20230313,1376.8129
RD_A_J_20230313,873.313
CR_D_J_20230313,2101.4211
RD_D_S_20230313,485.18912
RD_F_J_20230313,500.85733
CR_A_J_20230313,2310.0125
BC_A_J_20230313,2836.252
BC_A_S_20230313,2744.5037
BC_B_J_20230313,2468.1584
BC_B_S_20230313,411.52957
BC_C_J_20230313,1914.5227
BC_C_S_20230313,231.24744
BC_D_J_20230313,2626.0708
BC_E_J_20230313,2668.5374
BC_E_S_20230313,2811.785
CB_F_J_20230313,674.4498
RD_E_S_20230313,294.95535
CR_B_J_20230313,1043.2264
RD_E_J_20230313,459.78717
CR_C_J_20230313,1939.0481
BC_A_J_20230314,2938.287
BC_C_J_20230314,1917.5099
CB_A_S_20230314,672.7898
RD_A_J_20230314,779.56476
CB_E_J_20230314,320.36786
RD_D_J_20230314,302.95673
BC_A_S_20230314,2687.7239
CR_E_S_20230314,0
CR_E_J_20230314,2032.9026
BC_E_J_20230314,2995.6235
BC_E_S_20230314,2958.2012
RD_A_S_20230314,495.60153
BC_B_S_20230314,330.97342
BC_B_J_20230314,2433.8926
CB_D_J_20230314,516.24274
CR_A_J_20230314,2107.9194
CR_B_J_20230314,281.44073
RD_E_J_20230314,338.94962
RD_E_S_20230314,334.74194
CB_A_J_20230314,1099.3718
CR_C_J_20230314,1221.4335
CR_D_S_20230314,8.101822
RD_F_J_20230314,458.84195
BC_C_S_20230314,92.01885
CB_F_J_20230314,581.4034
BC_D_J_20230314,2809.7656
RD_C_S_20230314,12.249382
RD_D_S_20230314,533.966
CR_D_J_20230314,2044.8009
BC_C_S_20230315,0
CB_A_J_20230315,1113.7443
BC_D_J_20230315,2735.0396
CB_E_J_20230315,342.81036
CR_D_J_20230315,2038.7694
CR_E_S_20230315,0
RD_A_J_20230315,775.85645
BC_E_J_20230315,2938.1606
BC_B_S_20230315,54.33388
BC_C_J_20230315,1811.4023
RD_A_S_20230315,519.17993
CR_C_J_20230315,994.7662
CR_A_J_20230315,2105.357
CR_D_S_20230315,0
BC_A_J_20230315,2901.7065
CB_A_S_20230315,670.49316
RD_D_S_20230315,565.0521
RD_D_J_20230315,305.1347
BC_A_S_20230315,2610
RD_C_S_20230315,4.5950603
CR_E_J_20230315,2030.2921
BC_E_S_20230315,2700.2664
RD_E_S_20230315,327.8308
RD_E_J_20230315,336.1437
CR_B_J_20230315,221.83359
RD_F_J_20230315,462.42932
BC_B_J_20230315,2298.7925
CB_D_J_20230315,511.53824
CB_F_J_20230315,602.95776
CR_C_J_20230316,1020.6137
CB_D_J_20230316,589.1513
CB_A_S_20230316,717.71954
CB_A_J_20230316,1102.0219
BC_D_J_20230316,2810.4856
RD_D_S_20230316,574.70135
BC_E_J_20230316,2889.2988
CB_F_J_20230316,651.4896
BC_E_S_20230316,2686.8455
CR_D_J_20230316,2089.8528
BC_C_S_20230316,9.550324
CR_E_J_20230316,2064.8877
RD_A_S_20230316,532.93097
RD_D_J_20230316,373.51593
BC_B_J_20230316,2122.5662
BC_A_J_20230316,2872.7322
RD_F_J_20230316,479.53284
CR_A_J_20230316,2153.2397
BC_B_S_20230316,86.794495
RD_A_J_20230316,787.16876
CR_D_S_20230316,27.777355
RD_E_J_20230316,367.94604
CR_E_S_20230316,0.36175236
BC_C_J_20230316,1932.8063
RD_E_S_20230316,320.99307
CR_B_J_20230316,173.2202
CB_E_J_20230316,351.9575
RD_C_S_20230316,25.067867
BC_A_S_20230316,2610.3665
RD_C_S_20230317,27.300137
RD_E_S_20230317,291.5769
BC_A_J_20230317,2829.6277
BC_E_S_20230317,2655.5698
RD_D_J_20230317,378.30267
BC_A_S_20230317,2598.064
BC_E_J_20230317,2865.2927
BC_C_S_20230317,54.025894
BC_B_J_20230317,2313.174
RD_D_S_20230317,575.90894
RD_A_J_20230317,783.9244
BC_B_S_20230317,129.98697
RD_F_J_20230317,488.36655
BC_D_J_20230317,2774.576
BC_C_J_20230317,2203.9456
CB_F_J_20230317,655.39996
CB_E_J_20230317,329.7894
RD_A_S_20230317,526.89453
RD_E_J_20230317,367.3193
CB_D_J_20230317,620.6808
CB_A_J_20230317,1100.6049
CR_D_J_20230317,2093.693
CR_C_J_20230317,1163.3264
CR_B_J_20230317,1477.0437
CR_A_J_20230317,2224.6787
CB_A_S_20230317,716.6328
CR_E_S_20230317,0
CR_E_J_20230317,2081.8682
CR_D_S_20230317,20.879507
CB_E_J_20230318,174.78683
CR_C_J_20230318,197.28761
RD_F_J_20230318,435.77927
BC_C_S_20230318,121.57745
BC_E_J_20230318,2929.36
RD_E_J_20230318,242.99902
CR_E_J_20230318,206.69896
RD_D_J_20230318,392.88974
CB_F_J_20230318,637.29694
CR_D_J_20230318,600.91144
CR_E_S_20230318,0
RD_C_S_20230318,67.94001
RD_A_J_20230318,401.6854
CR_D_S_20230318,5.994542
RD_A_S_20230318,470.9113
BC_D_J_20230318,2809.6428
CB_A_J_20230318,549.6005
RD_D_S_20230318,511.24982
BC_C_J_20230318,2268.155
BC_A_S_20230318,2597.5254
BC_B_J_20230318,2286.8247
CB_A_S_20230318,690.27893
CB_D_J_20230318,658.03735
BC_A_J_20230318,2851.1182
BC_E_S_20230318,2783.3003
CR_A_J_20230318,678.4608
BC_B_S_20230318,134.41502
RD_E_S_20230318,106.03086
CR_B_J_20230318,165.76683
BC_E_J_20230319,39.007545
CR_D_S_20230319,0
RD_C_S_20230319,33.79588
BC_C_J_20230319,1.0141511
RD_A_S_20230319,10.466327
BC_B_S_20230319,0
BC_B_J_20230319,44.883873
RD_D_J_20230319,0
RD_E_S_20230319,0
CR_A_J_20230319,65.25553
RD_E_J_20230319,0
BC_C_S_20230319,3.7091312
BC_A_J_20230319,0
RD_D_S_20230319,18.957142
CR_C_J_20230319,0
BC_E_S_20230319,14.227571
BC_A_S_20230319,0
CB_F_J_20230319,16.370197
CR_B_J_20230319,0
CR_D_J_20230319,0
CR_E_J_20230319,0
CB_D_J_20230319,138.8805
CB_A_J_20230319,0
RD_F_J_20230319,1.397026
CR_E_S_20230319,0
RD_A_J_20230319,0
CB_E_J_20230319,0
CB_A_S_20230319,630.8792
BC_D_J_20230319,0
RD_D_J_20230320,311.82397
CR_C_J_20230320,1830.9822
CB_A_J_20230320,1406.398
CB_A_S_20230320,709.45215
BC_B_J_20230320,2065.7043
RD_E_J_20230320,469.629
CR_D_S_20230320,30.907885
RD_A_J_20230320,884.46606
CB_E_J_20230320,335.38763
RD_C_S_20230320,39.82526
CR_B_J_20230320,759.9247
BC_C_J_20230320,1718.4718
BC_C_S_20230320,227.37975
BC_B_S_20230320,1250.2902
RD_D_S_20230320,564.99414
CB_D_J_20230320,667.7756
BC_E_S_20230320,2794.824
CR_D_J_20230320,2120.19
CR_E_J_20230320,2065.549
BC_A_S_20230320,2925.5505
CB_F_J_20230320,743.16486
CR_E_S_20230320,38.37714
BC_E_J_20230320,2799.4595
RD_A_S_20230320,565.3192
BC_D_J_20230320,2732.8035
RD_F_J_20230320,514.9481
CR_A_J_20230320,2240.9468
RD_E_S_20230320,499.32486
BC_A_J_20230320,2971.713
RD_D_S_20230321,547.36237
CB_A_S_20230321,702.13544
BC_D_J_20230321,3023.0603
CR_C_J_20230321,996.909
BC_C_J_20230321,1793.0983
CB_D_J_20230321,560.1994
BC_E_S_20230321,2947.2932
BC_E_J_20230321,3193.3098
BC_A_J_20230321,3145.6487
RD_F_J_20230321,484.3872
BC_C_S_20230321,177.29408
CR_A_J_20230321,2160.854
CB_A_J_20230321,1131.6694
RD_D_J_20230321,330.60852
RD_E_J_20230321,358.9366
CB_E_J_20230321,336.0956
CR_B_J_20230321,368.4806
RD_E_S_20230321,442.28046
BC_B_J_20230321,2057.779
BC_A_S_20230321,2971.219
RD_C_S_20230321,5.6773057
BC_B_S_20230321,293.75952
RD_A_S_20230321,531.575
CB_F_J_20230321,664.3391
CR_E_J_20230321,2093.8674
CR_D_S_20230321,17.167995
CR_E_S_20230321,11.586269
RD_A_J_20230321,800.0934
CR_D_J_20230321,2133.8438
BC_B_J_20230322,1926.745
BC_B_S_20230322,39.183044
BC_E_S_20230322,2758.885
RD_F_J_20230322,465.96378
RD_A_S_20230322,458.71677
CB_E_J_20230322,333.6394
CR_A_J_20230322,2160.4521
CR_B_J_20230322,369.21942
RD_C_S_20230322,2.0591955
RD_A_J_20230322,768.5399
BC_C_J_20230322,1729.5051
CR_D_S_20230322,49.215485
RD_E_J_20230322,325.38126
RD_E_S_20230322,259.24384
CB_A_J_20230322,1106.8872
BC_C_S_20230322,57.415977
RD_D_J_20230322,300.5117
CB_A_S_20230322,655.18097
BC_A_S_20230322,2715.733
CR_D_J_20230322,2132.355
CB_D_J_20230322,483.46973
BC_D_J_20230322,2956.5012
BC_E_J_20230322,3125.5012
CR_C_J_20230322,1788.6924
CR_E_J_20230322,2103.3376
CR_E_S_20230322,26.03733
RD_D_S_20230322,485.91177
BC_A_J_20230322,3081.2656
CB_F_J_20230322,648.9815
CR_A_J_20230323,2170.8225
RD_F_J_20230323,426.2426
BC_D_J_20230323,2944.9165
RD_A_J_20230323,693.6567
BC_A_S_20230323,2572.604
BC_C_J_20230323,1714.6761
RD_A_S_20230323,428.60645
CB_D_J_20230323,498.02072
BC_E_S_20230323,2658.6133
CR_E_J_20230323,2113.439
RD_E_S_20230323,209.05264
BC_A_J_20230323,2941.401
CB_A_J_20230323,1040.2252
CR_B_J_20230323,506.4378
CB_A_S_20230323,669.2568
RD_D_S_20230323,461.44147
CB_E_J_20230323,272.48175
CB_F_J_20230323,638.41644
RD_C_S_20230323,0
CR_C_J_20230323,1807.8783
BC_B_J_20230323,1936.3518
BC_C_S_20230323,45.148212
RD_E_J_20230323,303.44116
CR_D_S_20230323,11.844495
RD_D_J_20230323,321.3328
BC_E_J_20230323,3044.7505
BC_B_S_20230323,0
CR_D_J_20230323,2170.4043
CR_E_S_20230323,0
CB_D_J_20230324,515.763
BC_D_J_20230324,2987.5764
CB_F_J_20230324,660.41235
RD_D_J_20230324,312.96796
CR_E_S_20230324,0
BC_C_J_20230324,1584.9169
CR_C_J_20230324,1970.2438
BC_A_S_20230324,2540.0854
CR_D_J_20230324,2207.0984
RD_D_S_20230324,456.8182
BC_C_S_20230324,25.532028
CR_E_J_20230324,2161.1697
BC_A_J_20230324,2986.5442
CB_A_J_20230324,1056.4762
RD_A_J_20230324,723.4271
RD_F_J_20230324,437.6233
CR_A_J_20230324,2293.7524
BC_E_J_20230324,3020.4746
BC_B_S_20230324,47.00089
CR_D_S_20230324,19.117329
RD_E_J_20230324,308.9379
RD_E_S_20230324,199.3117
CB_A_S_20230324,673.7746
BC_B_J_20230324,1922.4545
RD_A_S_20230324,426.1754
RD_C_S_20230324,0
CB_E_J_20230324,287.52817
CR_B_J_20230324,1871.9749
BC_E_S_20230324,2631.9888
RD_F_J_20230325,390.51932
BC_A_S_20230325,2601.4612
CB_A_S_20230325,669.23285
BC_B_J_20230325,1838.3037
BC_E_J_20230325,3070.0125
BC_C_J_20230325,1605.1892
BC_B_S_20230325,87.83961
CR_D_S_20230325,18.644064
BC_C_S_20230325,95.33894
CR_E_S_20230325,0
CR_C_J_20230325,1100.7831
CR_D_J_20230325,946.61676
CB_E_J_20230325,169.13963
RD_D_S_20230325,431.8464
CR_B_J_20230325,272.57928
RD_E_J_20230325,206.48729
CB_F_J_20230325,635.58344
CB_A_J_20230325,536.7961
RD_C_S_20230325,31.87497
CR_A_J_20230325,1041.4424
RD_E_S_20230325,76.59054
RD_D_J_20230325,332.46402
BC_E_S_20230325,2723.0002
CR_E_J_20230325,477.1506
CB_D_J_20230325,550.8618
BC_D_J_20230325,3085.5447
BC_A_J_20230325,3051.8904
RD_A_S_20230325,400.72128
RD_A_J_20230325,353.5226
CR_E_J_20230326,0
RD_A_J_20230326,0
BC_E_J_20230326,51.127785
CR_D_J_20230326,0
BC_B_S_20230326,0
CB_F_J_20230326,18.153257
RD_C_S_20230326,16.93135
RD_A_S_20230326,0
CR_E_S_20230326,0
CR_D_S_20230326,0
CB_E_J_20230326,0
BC_C_S_20230326,0
BC_C_J_20230326,0
BC_A_S_20230326,0.39087412
CB_D_J_20230326,110.1092
CB_A_S_20230326,622.3452
BC_D_J_20230326,19.594666
BC_A_J_20230326,13.7650795
RD_F_J_20230326,6.202259
BC_E_S_20230326,33.07093
RD_E_S_20230326,0
CB_A_J_20230326,0
RD_D_J_20230326,0
RD_E_J_20230326,0
CR_B_J_20230326,0
BC_B_J_20230326,7.832095
RD_D_S_20230326,22.481472
CR_C_J_20230326,28.58978
CR_A_J_20230326,46.053707
BC_D_J_20230327,2810.221
BC_C_S_20230327,37.964523
BC_C_J_20230327,1399.4446
CB_A_S_20230327,679.79016
RD_D_S_20230327,546.84845
RD_E_J_20230327,498.15598
CR_B_J_20230327,2128.14
BC_E_J_20230327,2820.1545
CR_C_J_20230327,1998.6454
RD_D_J_20230327,313.70233
CR_D_J_20230327,2221.5728
RD_C_S_20230327,35.863945
CR_D_S_20230327,13.554596
CB_F_J_20230327,720.46906
RD_A_S_20230327,517.3698
CR_E_J_20230327,2184.7979
RD_A_J_20230327,1187.3187
CR_E_S_20230327,38.080845
CB_E_J_20230327,341.17737
CB_A_J_20230327,1354.5646
CB_D_J_20230327,675.27704
RD_F_J_20230327,526.8223
CR_A_J_20230327,2210.9453
RD_E_S_20230327,498.79376
BC_B_J_20230327,1968.1521
BC_B_S_20230327,77.90413
BC_A_J_20230327,3050.4028
BC_A_S_20230327,2734.9038
BC_E_S_20230327,2610.8806
CB_F_J_20230328,690.87256
RD_A_S_20230328,481.71994
BC_B_J_20230328,2204.7212
CR_E_J_20230328,2234.4604
RD_E_S_20230328,458.46292
CR_E_S_20230328,22.555387
CB_E_J_20230328,394.03754
CB_D_J_20230328,549.3089
CB_A_J_20230328,1053.8035
BC_B_S_20230328,19.944853
BC_D_J_20230328,3151.8367
RD_F_J_20230328,519.6141
CB_A_S_20230328,660.0767
RD_A_J_20230328,770.1251
CR_D_S_20230328,9.042724
BC_C_J_20230328,2003.6917
CR_A_J_20230328,2171.9138
BC_E_S_20230328,3036.1467
RD_E_J_20230328,416.04288
BC_A_J_20230328,3427.041
CR_B_J_20230328,1688.8002
BC_E_J_20230328,3438.3623
RD_D_S_20230328,538.897
CR_C_J_20230328,1940.4944
RD_D_J_20230328,345.5452
BC_A_S_20230328,3214.0933
BC_C_S_20230328,109.43045
CR_D_J_20230328,2244.7212
RD_C_S_20230328,11.37759
BC_E_S_20230329,2794.7
RD_F_J_20230329,477.29514
BC_E_J_20230329,3234.404
CB_F_J_20230329,631.4984
BC_A_J_20230329,3237.714
RD_E_J_20230329,376.69437
BC_B_J_20230329,1767.7006
CR_B_J_20230329,1497.5936
CR_E_J_20230329,2153.6497
CR_E_S_20230329,0
CB_D_J_20230329,478.7661
RD_D_S_20230329,468.9892
RD_E_S_20230329,262.9004
BC_B_S_20230329,0
CR_C_J_20230329,1805.1329
CB_A_J_20230329,1079.8313
RD_A_S_20230329,430.68665
BC_A_S_20230329,3000.6309
BC_C_S_20230329,0
BC_D_J_20230329,3079.2314
CR_D_S_20230329,0
CB_A_S_20230329,617.8732
RD_C_S_20230329,0
BC_C_J_20230329,1759.6041
RD_A_J_20230329,819.9443
CR_D_J_20230329,2166.7844
RD_D_J_20230329,304.46997
CB_E_J_20230329,355.77457
CR_A_J_20230329,2183.6165
CR_A_J_20230330,2236.6985
CR_E_J_20230330,2196.0054
BC_E_S_20230330,2811.335
BC_D_J_20230330,3178.3022
RD_E_J_20230330,426.61685
CR_B_J_20230330,1611.8999
RD_D_S_20230330,517.58124
CR_C_J_20230330,1771.5948
RD_A_S_20230330,471.76822
RD_D_J_20230330,392.4775
CR_D_J_20230330,2229.8552
RD_C_S_20230330,4.2103953
RD_A_J_20230330,726.0515
RD_E_S_20230330,287.6503
BC_E_J_20230330,3266.3157
CB_A_S_20230330,701.5787
BC_C_S_20230330,2.0189545
CB_A_J_20230330,1077.3507
BC_C_J_20230330,1795.9559
RD_F_J_20230330,500.99384
BC_B_S_20230330,167.43974
CB_D_J_20230330,580.10767
CB_F_J_20230330,701.2687
BC_B_J_20230330,1855.6003
BC_A_J_20230330,3246.8992
CB_E_J_20230330,365.69516
CR_E_S_20230330,12.623666
BC_A_S_20230330,3039.5989
CR_D_S_20230330,16.461603
CB_D_J_20230331,496.99142
CB_F_J_20230331,754.8251
CB_A_J_20230331,1197.8589
RD_A_J_20230331,844.1821
CR_E_S_20230331,28.568653
CR_D_S_20230331,22.02338
CR_E_J_20230331,2207.704
CB_A_S_20230331,702.0844
CB_E_J_20230331,343.27936
RD_E_J_20230331,476.31732
RD_C_S_20230331,0
BC_C_S_20230331,88.22028
BC_C_J_20230331,1094.8606
BC_B_S_20230331,1646.8558
BC_E_J_20230331,2984.7456
BC_B_J_20230331,1656.2936
BC_A_S_20230331,2982.394
RD_A_S_20230331,462.29538
BC_A_J_20230331,3096.6372
RD_E_S_20230331,285.51794
BC_E_S_20230331,2716.8289
CR_A_J_20230331,2275.0586
BC_D_J_20230331,2894.5215
CR_B_J_20230331,2360.1484
RD_D_S_20230331,523.9567
CR_C_J_20230331,1809.9916
RD_D_J_20230331,341.17136
CR_D_J_20230331,2210.8083
RD_F_J_20230331,536.21967
TG_A_J_20230304,2742.17278
TG_A_S_20230304,4081.927629
TG_B_J_20230304,2631.657771
TG_B_S_20230304,3725.48262
TG_C_J_20230304,5045.24738
TG_C_S_20230304,4327.378229
TG_D_J_20230304,53.45159221
TG_D_S_20230304,3769.615969
TG_E_J_20230304,760.5811056
TG_E_S_20230304,3354.003496
TG_A_J_20230305,28.36762674
TG_A_S_20230305,1.88673416
TG_B_J_20230305,44.41844964
TG_B_S_20230305,7.065211868
TG_C_J_20230305,24.01515549
TG_C_S_20230305,9.049658996
TG_D_J_20230305,0
TG_D_S_20230305,12.38069922
TG_E_J_20230305,5.409914686
TG_E_S_20230305,11.6999723
TG_A_J_20230306,3030.469778
TG_A_S_20230306,4053.322852
TG_B_J_20230306,3264.571067
TG_B_S_20230306,3766.01402
TG_C_J_20230306,4296.634979
TG_C_S_20230306,4329.755195
TG_D_J_20230306,651.8799868
TG_D_S_20230306,3794.338219
TG_E_J_20230306,903.028696
TG_E_S_20230306,4018.312674
TG_A_J_20230307,3766.824294
TG_A_S_20230307,4434.72612
TG_B_J_20230307,3550.545792
TG_B_S_20230307,4142.669458
TG_C_J_20230307,4011.545485
TG_C_S_20230307,4507.755334
TG_D_J_20230307,257.1323302
TG_D_S_20230307,4234.008079
TG_E_J_20230307,986.1334616
TG_E_S_20230307,4051.092675
TG_A_J_20230308,3528.164347
TG_A_S_20230308,4207.605308
TG_B_J_20230308,3573.751156
TG_B_S_20230308,4097.451634
TG_C_J_20230308,4155.514729
TG_C_S_20230308,4143.187774
TG_D_J_20230308,180.3426759
TG_D_S_20230308,4004.206407
TG_E_J_20230308,536.6179235
TG_E_S_20230308,3966.690048
TG_A_J_20230309,3205.050871
TG_A_S_20230309,4367.255854
TG_B_J_20230309,3154.684409
TG_B_S_20230309,4434.043155
TG_C_J_20230309,4593.39193
TG_C_S_20230309,4659.970965
TG_D_J_20230309,56.36756566
TG_D_S_20230309,4337.861635
TG_E_J_20230309,594.3383464
