ID,answer
RD_D_S_20230309,518.3415
RD_A_S_20230309,475.2981
CR_C_J_20230309,1676.0219
CR_D_J_20230309,2080.349
CB_F_J_20230309,631.37585
RD_E_J_20230309,362.17194
RD_D_J_20230309,383.11435
CR_B_J_20230309,302.71994
RD_E_S_20230309,270.80762
RD_F_J_20230309,460.40405
CR_E_J_20230309,2034.3079
CR_D_S_20230309,24.85475
CR_A_J_20230309,2154.0437
BC_A_S_20230309,2918.0908
BC_A_J_20230309,2886.7234
TG_E_S_20230309,3771.3074
RD_C_S_20230309,120.06483
BC_B_J_20230309,2596.6162
CB_D_J_20230309,578.4642
BC_E_S_20230309,2998.069
BC_B_S_20230309,109.735565
RD_A_J_20230309,774.6303
TG_B_J_20230309,3940.7583
BC_C_S_20230309,112.944084
CR_E_S_20230309,0
TG_C_S_20230309,4503.3145
BC_C_J_20230309,2445.4067
TG_A_J_20230309,3259.5603
CB_A_S_20230309,718.94763
BC_D_J_20230309,2978.9998
CB_A_J_20230309,1100.4984
TG_C_J_20230309,4424.8496
TG_D_S_20230309,4235.8833
TG_D_J_20230309,902.8064
TG_A_S_20230309,4448.615
BC_E_J_20230309,3013.2463
TG_B_S_20230309,4147.5557
CB_E_J_20230309,336.6398
RD_E_J_20230310,347.3698
CB_F_J_20230310,646.5842
RD_A_J_20230310,788.49536
RD_D_S_20230310,531.2423
BC_A_J_20230310,2878.1162
BC_C_S_20230310,53.721573
TG_B_J_20230310,4376.7144
CR_A_J_20230310,2206.28
TG_B_S_20230310,4323.7217
TG_C_S_20230310,4717.711
CR_D_S_20230310,23.287743
RD_D_J_20230310,382.21832
RD_E_S_20230310,294.06815
CR_C_J_20230310,1710.0964
CB_A_S_20230310,723.981
CB_E_J_20230310,321.7483
BC_E_J_20230310,2921.355
TG_E_S_20230310,3871.2861
CR_B_J_20230310,498.44
CB_A_J_20230310,1111.3745
CB_D_J_20230310,574.57935
TG_C_J_20230310,5378.17
CR_D_J_20230310,2058.651
BC_D_J_20230310,2948.8643
RD_C_S_20230310,42.159687
BC_A_S_20230310,2885.2024
TG_D_S_20230310,4361.946
BC_C_J_20230310,2583.058
TG_D_J_20230310,1677.5317
RD_F_J_20230310,478.60135
CR_E_S_20230310,0
TG_A_J_20230310,3555.6094
TG_E_J_20230310,902.4738
BC_B_J_20230310,2624.5881
TG_A_S_20230310,4571.068
BC_E_S_20230310,2876.5342
RD_A_S_20230310,504.2127
BC_B_S_20230310,68.34405
CR_E_J_20230310,2005.2938
BC_B_S_20230311,119.94316
CR_E_J_20230311,400.14343
RD_E_S_20230311,88.82628
TG_B_J_20230311,3644.6973
CR_B_J_20230311,896.91785
CB_D_J_20230311,599.0198
CB_A_S_20230311,758.5358
CB_A_J_20230311,652.4737
TG_E_S_20230311,3523.7883
TG_E_J_20230311,476.11737
RD_D_J_20230311,388.71048
RD_E_J_20230311,219.27594
TG_D_S_20230311,3974.3225
CB_E_J_20230311,179.83937
BC_E_J_20230311,2879.343
CR_C_J_20230311,809.5947
CR_D_J_20230311,800.7333
BC_B_J_20230311,2645.398
TG_B_S_20230311,4082.701
RD_D_S_20230311,467.00613
BC_E_S_20230311,2923.8396
TG_C_J_20230311,5312.8125
CR_D_S_20230311,12.237459
BC_D_J_20230311,2860.9045
RD_A_S_20230311,457.14886
BC_C_S_20230311,556.33466
CR_E_S_20230311,0
CB_F_J_20230311,665.3097
RD_F_J_20230311,439.31293
TG_D_J_20230311,962.93524
RD_A_J_20230311,434.2541
BC_A_S_20230311,2786.7234
TG_C_S_20230311,4623.9883
CR_A_J_20230311,1007.7939
BC_A_J_20230311,2846.9714
BC_C_J_20230311,2601.5405
TG_A_S_20230311,4510.836
RD_C_S_20230311,85.3253
TG_A_J_20230311,2898.225
TG_B_S_20230312,89.17579
TG_E_S_20230312,0
CB_E_J_20230312,0
CR_E_S_20230312,0
RD_D_J_20230312,2.0022402
TG_D_S_20230312,63.453007
TG_D_J_20230312,0
BC_E_J_20230312,40.203022
RD_A_S_20230312,19.994162
BC_E_S_20230312,23.473145
CR_C_J_20230312,0
CR_D_J_20230312,0
RD_D_S_20230312,39.736004
TG_A_J_20230312,63.383736
BC_B_J_20230312,78.513565
BC_C_J_20230312,21.110859
RD_A_J_20230312,0
CR_D_S_20230312,0
BC_A_J_20230312,0
CB_A_S_20230312,664.5206
CB_D_J_20230312,150.65202
BC_D_J_20230312,0.25681734
CR_E_J_20230312,0
RD_E_J_20230312,0
RD_C_S_20230312,44.553356
TG_C_S_20230312,66.4343
CR_B_J_20230312,0
RD_E_S_20230312,0
BC_B_S_20230312,0
CR_A_J_20230312,46.478603
TG_B_J_20230312,258.99838
TG_E_J_20230312,0
BC_C_S_20230312,8.876829
CB_A_J_20230312,7.699928
TG_C_J_20230312,200.68393
TG_A_S_20230312,85.1601
CB_F_J_20230312,33.13317
RD_F_J_20230312,8.899566
BC_A_S_20230312,0
CB_D_J_20230313,651.41174
RD_C_S_20230313,0
CR_E_S_20230313,4.408109
CR_D_S_20230313,24.38669
CR_E_J_20230313,2052.014
RD_D_J_20230313,311.53143
RD_A_S_20230313,396.1892
CB_A_S_20230313,667.66705
TG_A_J_20230313,3316.939
CB_E_J_20230313,379.72568
CB_A_J_20230313,1376.8129
RD_A_J_20230313,873.313
CR_D_J_20230313,2101.4211
TG_A_S_20230313,4292.7515
RD_D_S_20230313,485.18912
RD_F_J_20230313,500.85733
CR_A_J_20230313,2310.0125
BC_A_J_20230313,2836.252
TG_E_S_20230313,3824.8457
BC_A_S_20230313,2744.5037
TG_E_J_20230313,1309.7762
BC_B_J_20230313,2468.1584
BC_B_S_20230313,411.52957
TG_D_J_20230313,1181.4794
BC_C_J_20230313,1914.5227
TG_C_S_20230313,4411.4365
BC_C_S_20230313,231.24744
BC_D_J_20230313,2626.0708
TG_C_J_20230313,3856.1716
BC_E_J_20230313,2668.5374
TG_B_S_20230313,3890.1128
BC_E_S_20230313,2811.785
TG_B_J_20230313,3022.4917
CB_F_J_20230313,674.4498
RD_E_S_20230313,294.95535
CR_B_J_20230313,1043.2264
TG_D_S_20230313,4044.5933
RD_E_J_20230313,459.78717
CR_C_J_20230313,1939.0481
TG_E_S_20230314,3751.8457
BC_A_J_20230314,2938.287
BC_C_J_20230314,1917.5099
CB_A_S_20230314,672.7898
RD_A_J_20230314,779.56476
CB_E_J_20230314,320.36786
RD_D_J_20230314,302.95673
BC_A_S_20230314,2687.7239
CR_E_S_20230314,0
TG_B_J_20230314,3133.564
TG_E_J_20230314,1619.0267
CR_E_J_20230314,2032.9026
BC_E_J_20230314,2995.6235
BC_E_S_20230314,2958.2012
RD_A_S_20230314,495.60153
BC_B_S_20230314,330.97342
BC_B_J_20230314,2433.8926
CB_D_J_20230314,516.24274
TG_B_S_20230314,4000.6855
TG_D_J_20230314,1141.6082
CR_A_J_20230314,2107.9194
TG_D_S_20230314,4082.6565
TG_A_J_20230314,3445.7678
CR_B_J_20230314,281.44073
RD_E_J_20230314,338.94962
RD_E_S_20230314,334.74194
CB_A_J_20230314,1099.3718
TG_C_J_20230314,4458
CR_C_J_20230314,1221.4335
CR_D_S_20230314,8.101822
RD_F_J_20230314,458.84195
BC_C_S_20230314,92.01885
TG_C_S_20230314,4498.5566
TG_A_S_20230314,4426.121
CB_F_J_20230314,581.4034
BC_D_J_20230314,2809.7656
RD_C_S_20230314,12.249382
RD_D_S_20230314,533.966
CR_D_J_20230314,2044.8009
TG_B_S_20230315,3879.246
TG_A_J_20230315,3405.2466
BC_C_S_20230315,0
TG_C_J_20230315,4509.7876
CB_A_J_20230315,1113.7443
BC_D_J_20230315,2735.0396
TG_D_J_20230315,969.3669
CB_E_J_20230315,342.81036
CR_D_J_20230315,2038.7694
CR_E_S_20230315,0
RD_A_J_20230315,775.85645
TG_C_S_20230315,4427.782
BC_E_J_20230315,2938.1606
BC_B_S_20230315,54.33388
BC_C_J_20230315,1811.4023
RD_A_S_20230315,519.17993
CR_C_J_20230315,994.7662
CR_A_J_20230315,2105.357
CR_D_S_20230315,0
BC_A_J_20230315,2901.7065
CB_A_S_20230315,670.49316
TG_D_S_20230315,3975.2302
RD_D_S_20230315,565.0521
TG_E_S_20230315,3715.0361
RD_D_J_20230315,305.1347
BC_A_S_20230315,2610
RD_C_S_20230315,4.5950603
TG_B_J_20230315,3171.3843
TG_E_J_20230315,1425.4242
CR_E_J_20230315,2030.2921
TG_A_S_20230315,4249.9316
BC_E_S_20230315,2700.2664
RD_E_S_20230315,327.8308
RD_E_J_20230315,336.1437
CR_B_J_20230315,221.83359
RD_F_J_20230315,462.42932
BC_B_J_20230315,2298.7925
CB_D_J_20230315,511.53824
CB_F_J_20230315,602.95776
TG_A_S_20230316,4401.003
CR_C_J_20230316,1020.6137
CB_D_J_20230316,589.1513
CB_A_S_20230316,717.71954
CB_A_J_20230316,1102.0219
TG_B_J_20230316,3190.1072
BC_D_J_20230316,2810.4856
TG_B_S_20230316,4064.2344
TG_C_J_20230316,4943.6313
RD_D_S_20230316,574.70135
BC_E_J_20230316,2889.2988
CB_F_J_20230316,651.4896
BC_E_S_20230316,2686.8455
CR_D_J_20230316,2089.8528
BC_C_S_20230316,9.550324
TG_E_J_20230316,1556.2657
CR_E_J_20230316,2064.8877
RD_A_S_20230316,532.93097
RD_D_J_20230316,373.51593
BC_B_J_20230316,2122.5662
BC_A_J_20230316,2872.7322
TG_D_S_20230316,4018.0613
TG_A_J_20230316,3526.9517
RD_F_J_20230316,479.53284
CR_A_J_20230316,2153.2397
TG_E_S_20230316,3709.096
BC_B_S_20230316,86.794495
RD_A_J_20230316,787.16876
CR_D_S_20230316,27.777355
TG_D_J_20230316,769.81696
RD_E_J_20230316,367.94604
CR_E_S_20230316,0.36175236
BC_C_J_20230316,1932.8063
RD_E_S_20230316,320.99307
TG_C_S_20230316,4638.657
CR_B_J_20230316,173.2202
CB_E_J_20230316,351.9575
RD_C_S_20230316,25.067867
BC_A_S_20230316,2610.3665
RD_C_S_20230317,27.300137
RD_E_S_20230317,291.5769
BC_A_J_20230317,2829.6277
BC_E_S_20230317,2655.5698
RD_D_J_20230317,378.30267
BC_A_S_20230317,2598.064
BC_E_J_20230317,2865.2927
BC_C_S_20230317,54.025894
BC_B_J_20230317,2313.174
RD_D_S_20230317,575.90894
RD_A_J_20230317,783.9244
BC_B_S_20230317,129.98697
RD_F_J_20230317,488.36655
BC_D_J_20230317,2774.576
BC_C_J_20230317,2203.9456
CB_F_J_20230317,655.39996
CB_E_J_20230317,329.7894
RD_A_S_20230317,526.89453
RD_E_J_20230317,367.3193
CB_D_J_20230317,620.6808
CB_A_J_20230317,1100.6049
TG_A_S_20230317,4694.1963
TG_B_J_20230317,4065.6062
CR_D_J_20230317,2093.693
CR_C_J_20230317,1163.3264
CR_B_J_20230317,1477.0437
TG_B_S_20230317,4310.46
CR_A_J_20230317,2224.6787
TG_E_J_20230317,2433.132
CB_A_S_20230317,716.6328
CR_E_S_20230317,0
TG_A_J_20230317,4274.683
TG_D_S_20230317,4086.1833
TG_C_J_20230317,5639.5884
CR_E_J_20230317,2081.8682
TG_D_J_20230317,1688.0604
TG_C_S_20230317,4749.6567
CR_D_S_20230317,20.879507
TG_E_S_20230317,3873.3896
CB_E_J_20230318,174.78683
CR_C_J_20230318,197.28761
RD_F_J_20230318,435.77927
BC_C_S_20230318,121.57745
BC_E_J_20230318,2929.36
RD_E_J_20230318,242.99902
CR_E_J_20230318,206.69896
RD_D_J_20230318,392.88974
TG_A_J_20230318,3459.1262
CB_F_J_20230318,637.29694
CR_D_J_20230318,600.91144
TG_B_S_20230318,4173.8745
CR_E_S_20230318,0
RD_C_S_20230318,67.94001
RD_A_J_20230318,401.6854
CR_D_S_20230318,5.994542
TG_C_J_20230318,6767.131
RD_A_S_20230318,470.9113
BC_D_J_20230318,2809.6428
TG_A_S_20230318,4541.9087
CB_A_J_20230318,549.6005
RD_D_S_20230318,511.24982
BC_C_J_20230318,2268.155
BC_A_S_20230318,2597.5254
TG_D_S_20230318,3899.1624
BC_B_J_20230318,2286.8247
CB_A_S_20230318,690.27893
TG_E_J_20230318,1860.3948
CB_D_J_20230318,658.03735
BC_A_J_20230318,2851.1182
BC_E_S_20230318,2783.3003
CR_A_J_20230318,678.4608
BC_B_S_20230318,134.41502
TG_B_J_20230318,3424.4778
RD_E_S_20230318,106.03086
TG_D_J_20230318,1041.5071
TG_C_S_20230318,5028.1304
CR_B_J_20230318,165.76683
TG_E_S_20230318,3827.0288
BC_E_J_20230319,39.007545
CR_D_S_20230319,0
TG_D_S_20230319,27.535053
RD_C_S_20230319,33.79588
TG_C_J_20230319,24.74565
BC_C_J_20230319,1.0141511
RD_A_S_20230319,10.466327
BC_B_S_20230319,0
BC_B_J_20230319,44.883873
TG_B_S_20230319,0
RD_D_J_20230319,0
TG_B_J_20230319,53.208473
TG_C_S_20230319,0
RD_E_S_20230319,0
CR_A_J_20230319,65.25553
RD_E_J_20230319,0
BC_C_S_20230319,3.7091312
BC_A_J_20230319,0
TG_E_S_20230319,0
RD_D_S_20230319,18.957142
CR_C_J_20230319,0
TG_A_S_20230319,50.56449
BC_E_S_20230319,14.227571
BC_A_S_20230319,0
CB_F_J_20230319,16.370197
CR_B_J_20230319,0
CR_D_J_20230319,0
TG_E_J_20230319,0
CR_E_J_20230319,0
TG_D_J_20230319,0
CB_D_J_20230319,138.8805
TG_A_J_20230319,14.316363
CB_A_J_20230319,0
RD_F_J_20230319,1.397026
CR_E_S_20230319,0
RD_A_J_20230319,0
CB_E_J_20230319,0
CB_A_S_20230319,630.8792
BC_D_J_20230319,0
RD_D_J_20230320,311.82397
CR_C_J_20230320,1830.9822
CB_A_J_20230320,1406.398
CB_A_S_20230320,709.45215
BC_B_J_20230320,2065.7043
TG_D_J_20230320,3137.94
RD_E_J_20230320,469.629
CR_D_S_20230320,30.907885
RD_A_J_20230320,884.46606
CB_E_J_20230320,335.38763
RD_C_S_20230320,39.82526
CR_B_J_20230320,759.9247
BC_C_J_20230320,1718.4718
BC_C_S_20230320,227.37975
BC_B_S_20230320,1250.2902
TG_A_S_20230320,4947.4473
RD_D_S_20230320,564.99414
TG_C_S_20230320,5212.8413
TG_C_J_20230320,5646.0967
TG_B_J_20230320,4034.924
CB_D_J_20230320,667.7756
TG_B_S_20230320,4719.215
TG_E_S_20230320,4357.3364
TG_D_S_20230320,4596.9175
BC_E_S_20230320,2794.824
CR_D_J_20230320,2120.19
CR_E_J_20230320,2065.549
BC_A_S_20230320,2925.5505
CB_F_J_20230320,743.16486
CR_E_S_20230320,38.37714
TG_E_J_20230320,1970.8928
BC_E_J_20230320,2799.4595
RD_A_S_20230320,565.3192
BC_D_J_20230320,2732.8035
RD_F_J_20230320,514.9481
CR_A_J_20230320,2240.9468
TG_A_J_20230320,4829.7627
RD_E_S_20230320,499.32486
BC_A_J_20230320,2971.713
TG_D_S_20230321,4686.1733
RD_D_S_20230321,547.36237
CB_A_S_20230321,702.13544
BC_D_J_20230321,3023.0603
CR_C_J_20230321,996.909
BC_C_J_20230321,1793.0983
TG_A_S_20230321,5038.518
CB_D_J_20230321,560.1994
TG_E_S_20230321,4432.825
BC_E_S_20230321,2947.2932
BC_E_J_20230321,3193.3098
BC_A_J_20230321,3145.6487
TG_E_J_20230321,2545.883
RD_F_J_20230321,484.3872
BC_C_S_20230321,177.29408
TG_B_J_20230321,4020.4617
CR_A_J_20230321,2160.854
TG_C_S_20230321,5374.361
CB_A_J_20230321,1131.6694
RD_D_J_20230321,330.60852
RD_E_J_20230321,358.9366
CB_E_J_20230321,336.0956
CR_B_J_20230321,368.4806
RD_E_S_20230321,442.28046
BC_B_J_20230321,2057.779
BC_A_S_20230321,2971.219
RD_C_S_20230321,5.6773057
BC_B_S_20230321,293.75952
RD_A_S_20230321,531.575
CB_F_J_20230321,664.3391
CR_E_J_20230321,2093.8674
TG_C_J_20230321,6045.5386
TG_A_J_20230321,4956.038
CR_D_S_20230321,17.167995
CR_E_S_20230321,11.586269
RD_A_J_20230321,800.0934
CR_D_J_20230321,2133.8438
TG_D_J_20230321,3435.8772
TG_B_S_20230321,4748.4907
BC_B_J_20230322,1926.745
BC_B_S_20230322,39.183044
TG_A_S_20230322,4742.253
BC_E_S_20230322,2758.885
RD_F_J_20230322,465.96378
RD_A_S_20230322,458.71677
CB_E_J_20230322,333.6394
CR_A_J_20230322,2160.4521
TG_B_J_20230322,4049.1638
TG_C_S_20230322,5378.7925
CR_B_J_20230322,369.21942
RD_C_S_20230322,2.0591955
RD_A_J_20230322,768.5399
BC_C_J_20230322,1729.5051
TG_A_J_20230322,4615.8667
CR_D_S_20230322,49.215485
RD_E_J_20230322,325.38126
RD_E_S_20230322,259.24384
CB_A_J_20230322,1106.8872
BC_C_S_20230322,57.415977
TG_E_S_20230322,4631.623
RD_D_J_20230322,300.5117
CB_A_S_20230322,655.18097
BC_A_S_20230322,2715.733
CR_D_J_20230322,2132.355
TG_D_J_20230322,3038.4749
CB_D_J_20230322,483.46973
BC_D_J_20230322,2956.5012
TG_D_S_20230322,4420.3438
BC_E_J_20230322,3125.5012
CR_C_J_20230322,1788.6924
CR_E_J_20230322,2103.3376
CR_E_S_20230322,26.03733
TG_B_S_20230322,4608.2656
RD_D_S_20230322,485.91177
BC_A_J_20230322,3081.2656
TG_E_J_20230322,3475.061
TG_C_J_20230322,5796.8003
CB_F_J_20230322,648.9815
TG_E_S_20230323,4550.233
TG_A_J_20230323,4755.48
CR_A_J_20230323,2170.8225
TG_C_S_20230323,5581.146
TG_E_J_20230323,3537.2065
RD_F_J_20230323,426.2426
BC_D_J_20230323,2944.9165
RD_A_J_20230323,693.6567
BC_A_S_20230323,2572.604
BC_C_J_20230323,1714.6761
RD_A_S_20230323,428.60645
TG_B_J_20230323,4164.922
CB_D_J_20230323,498.02072
TG_D_J_20230323,2971.6926
BC_E_S_20230323,2658.6133
CR_E_J_20230323,2113.439
RD_E_S_20230323,209.05264
BC_A_J_20230323,2941.401
CB_A_J_20230323,1040.2252
CR_B_J_20230323,506.4378
CB_A_S_20230323,669.2568
RD_D_S_20230323,461.44147
CB_E_J_20230323,272.48175
CB_F_J_20230323,638.41644
TG_A_S_20230323,4922.7812
RD_C_S_20230323,0
CR_C_J_20230323,1807.8783
TG_D_S_20230323,4535.287
BC_B_J_20230323,1936.3518
BC_C_S_20230323,45.148212
RD_E_J_20230323,303.44116
CR_D_S_20230323,11.844495
TG_B_S_20230323,4729.3306
RD_D_J_20230323,321.3328
BC_E_J_20230323,3044.7505
BC_B_S_20230323,0
TG_C_J_20230323,6098.029
CR_D_J_20230323,2170.4043
CR_E_S_20230323,0
CB_D_J_20230324,515.763
BC_D_J_20230324,2987.5764
TG_D_J_20230324,4107.246
CB_F_J_20230324,660.41235
RD_D_J_20230324,312.96796
CR_E_S_20230324,0
TG_E_J_20230324,3115.5686
TG_B_J_20230324,4780.2456
BC_C_J_20230324,1584.9169
CR_C_J_20230324,1970.2438
BC_A_S_20230324,2540.0854
CR_D_J_20230324,2207.0984
RD_D_S_20230324,456.8182
BC_C_S_20230324,25.532028
CR_E_J_20230324,2161.1697
BC_A_J_20230324,2986.5442
CB_A_J_20230324,1056.4762
RD_A_J_20230324,723.4271
RD_F_J_20230324,437.6233
TG_A_J_20230324,5647.6045
TG_C_J_20230324,6988.2407
TG_D_S_20230324,4709.3804
CR_A_J_20230324,2293.7524
BC_E_J_20230324,3020.4746
BC_B_S_20230324,47.00089
CR_D_S_20230324,19.117329
TG_B_S_20230324,4826.2056
TG_E_S_20230324,4599.8477
RD_E_J_20230324,308.9379
RD_E_S_20230324,199.3117
CB_A_S_20230324,673.7746
TG_C_S_20230324,5767.074
BC_B_J_20230324,1922.4545
RD_A_S_20230324,426.1754
RD_C_S_20230324,0
CB_E_J_20230324,287.52817
TG_A_S_20230324,5125.8574
CR_B_J_20230324,1871.9749
BC_E_S_20230324,2631.9888
TG_B_S_20230325,4686.323
RD_F_J_20230325,390.51932
TG_D_S_20230325,4681.896
BC_A_S_20230325,2601.4612
CB_A_S_20230325,669.23285
BC_B_J_20230325,1838.3037
BC_E_J_20230325,3070.0125
BC_C_J_20230325,1605.1892
TG_B_J_20230325,3586.5422
BC_B_S_20230325,87.83961
TG_D_J_20230325,4437.592
TG_A_J_20230325,5087.05
CR_D_S_20230325,18.644064
BC_C_S_20230325,95.33894
CR_E_S_20230325,0
CR_C_J_20230325,1100.7831
CR_D_J_20230325,946.61676
TG_E_J_20230325,3238.6755
CB_E_J_20230325,169.13963
RD_D_S_20230325,431.8464
TG_A_S_20230325,5026.8022
CR_B_J_20230325,272.57928
RD_E_J_20230325,206.48729
CB_F_J_20230325,635.58344
CB_A_J_20230325,536.7961
RD_C_S_20230325,31.87497
CR_A_J_20230325,1041.4424
RD_E_S_20230325,76.59054
RD_D_J_20230325,332.46402
BC_E_S_20230325,2723.0002
TG_C_J_20230325,6911.1255
TG_C_S_20230325,5515.4307
CR_E_J_20230325,477.1506
CB_D_J_20230325,550.8618
TG_E_S_20230325,4264.165
BC_D_J_20230325,3085.5447
BC_A_J_20230325,3051.8904
RD_A_S_20230325,400.72128
RD_A_J_20230325,353.5226
TG_C_J_20230326,61.89122
TG_A_J_20230326,0
CR_E_J_20230326,0
RD_A_J_20230326,0
BC_E_J_20230326,51.127785
TG_D_J_20230326,244.20738
CR_D_J_20230326,0
BC_B_S_20230326,0
CB_F_J_20230326,18.153257
RD_C_S_20230326,16.93135
RD_A_S_20230326,0
CR_E_S_20230326,0
