timestamp,price,year,month,day,week_day,year_month,week,week_num,holiday,item_BC,item_CB,item_CR,item_RD,item_TG,corporation_A,corporation_B,corporation_C,corporation_D,corporation_E,corporation_F,location_J,location_S
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019-01-03,0,2019,1,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2019-01-03,0,2019,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2019-01-03,2151,2019,1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019-01-03,2188,2019,1,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019-01-03,395,2019,1,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2019-01-03,0,2019,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2019-01-03,2079,2019,1,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2019-01-03,414,2019,1,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-03,2526,2019,1,3,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-03,1944,2019,1,3,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-03,1728,2019,1,3,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-03,1280,2019,1,3,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2019-01-03,2440,2019,1,3,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-03,2078,2019,1,3,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019-01-03,0,2019,1,3,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-03,1965,2019,1,3,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2019-01-03,2559,2019,1,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-03,0,2019,1,3,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019-01-04,1408,2019,1,4,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-04,445,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2019-01-04,0,2019,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2019-01-04,437,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019-01-04,0,2019,1,4,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2019-01-04,460,2019,1,4,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2019-01-04,600,2019,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2019-01-04,1475,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-04,0,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019-01-04,499,2019,1,4,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-04,2175,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2019-01-04,2301,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2019-01-04,1794,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2019-01-04,1829,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-01-04,470,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019-01-04,2134,2019,1,4,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-04,2257,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2019-01-04,1326,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2019-01-04,1757,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2019-01-04,2020,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2019-01-04,2455,2019,1,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-04,0,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-04,2425,2019,1,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019-01-04,1141,2019,1,4,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-04,1516,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-04,1128,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019-01-04,2002,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2019-01-04,534,2019,1,4,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2019-01-04,431,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2019-01-04,1337,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2019-01-04,0,2019,1,4,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019-01-04,437,2019,1,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2019-01-04,2348,2019,1,4,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-04,1815,2019,1,4,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-05,450,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019-01-05,431,2019,1,5,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-05,1133,2019,1,5,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-05,1880,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2019-01-05,2242,2019,1,5,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-05,1849,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2019-01-05,1135,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2019-01-05,1399,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2019-01-05,536,2019,1,5,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2019-01-05,1625,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2019-01-05,1719,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2019-01-05,1471,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-05,1234,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2019-01-05,374,2019,1,5,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2019-01-05,1717,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-05,492,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019-01-05,1392,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2019-01-05,1981,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2019-01-05,1815,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2019-01-05,511,2019,1,5,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2019-01-05,0,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019-01-05,408,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2019-01-05,0,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-05,2002,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-01-05,402,2019,1,5,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-05,1857,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2019-01-05,1773,2019,1,5,5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2019-01-05,2100,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-05,394,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2019-01-05,2097,2019,1,5,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-05,0,2019,1,5,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2019-01-05,1176,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019-01-05,0,2019,1,5,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-05,2075,2019,1,5,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-05,425,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2019-01-05,1250,2019,1,5,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-05,0,2019,1,5,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2019-01-05,0,2019,1,5,5,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019-01-05,0,2019,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019-01-06,0,2019,1,6,6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2019-01-07,0,2019,1,7,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2019-01-07,1988,2019,1,7,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019-01-07,1826,2019,1,7,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2019-01-07,1474,2019,1,7,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2019-01-07,384,2019,1,7,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2019-01-07,1297,2019,1,7,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2019-01-07,1717,2019,1,7,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2019-01-07,335,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2019-01-07,1978,2019,1,7,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2019-01-07,380,2019,1,7,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2019-01-07,1889,2019,1,7,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-01-07,362,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2019-01-07,400,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2019-01-07,1195,2019,1,7,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2019-01-07,0,2019,1,7,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019-01-07,0,2019,1,7,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2019-01-07,390,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019-01-07,0,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019-01-07,0,2019,1,7,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2019-01-07,362,2019,1,7,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2019-01-07,1247,2019,1,7,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2019-01-07,438,2019,1,7,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2019-01-07,0,2019,1,7,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2019-01-07,346,2019,1,7,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2019-01-07,339,2019,1,7,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2019-01-07,0,2019,1,7,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2019-01-07,1319,2019,1,7,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2019-01-07,1905,2019,1,7,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2019-01-07,1367,2019,1,7,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0
